Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	ctrlSubtracted	CLSC	Specificity	UniqueSpec	UniqueSpecSum	UniqueAvgSpec	PreySequenceLength	UniProtID
M	Q99640	PKMYT1	6|8	14	7.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.08	70.0	0.0	7.0	7.63	2.94	4|5	9	4.5	490	PMYT1_HUMAN
M	Q86TI2	DPP9	24|22	46	23.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	34.31	230.0	0.0	23.0	13.77	7.97	22|17	39	19.5	892	DPP9_HUMAN
M	O15374	SLC16A4	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.11	20.0	0.0	2.0	2.43	14.86	2|2	4	2.0	439	MOT5_HUMAN
M	O15427	SLC16A3	25|23	48	24.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	35.72	240.0	0.0	24.0	27.56	29.71	11|9	20	10.0	465	MOT4_HUMAN
M	Q9BU23	LMF2	12|16	28	14.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	19.38	140.0	0.0	14.0	10.57	15.83	10|11	21	10.5	707	LMF2_HUMAN
M	Q4ZIN3	TMEM259	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.96	30.0	0.0	3.0	2.58	inf	2|2	4	2.0	620	MBRL_HUMAN
M	O95831	AIFM1	10|6	16	8.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.23	80.0	0.0	8.0	6.97	4.24	8|5	13	6.5	613	AIFM1_HUMAN
M	O43818	RRP9	4|4	8	4.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.7	40.0	0.0	4.0	4.5	104.0	4|3	7	3.5	475	U3IP2_HUMAN
M	Q5T8D3	ACBD5	11|14	25	12.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	17.99	125.0	0.0	12.5	13.62	1.72	7|11	18	9.0	490	ACBD5_HUMAN
M	O60524	NEMF	15|15	30	15.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	23.9	150.0	0.0	15.0	7.44	11.47	12|12	24	12.0	1076	NEMF_HUMAN
M	Q96S97	MYADM	9|7	16	8.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.68	80.0	0.0	8.0	13.27	3.71	4|4	8	4.0	322	MYADM_HUMAN
M	Q99650	OSMR	51|40	91	45.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	60.37	455.0	0.0	45.5	24.82	4.17	25|20	45	22.5	979	OSMR_HUMAN
M	O43684	BUB3	17|21	38	19.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	26.98	190.0	0.0	19.0	31.12	6.29	9|10	19	9.5	326	BUB3_HUMAN
M	Q96AA3	RFT1	9|10	19	9.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	14.76	95.0	0.0	9.5	9.38	7.48	6|7	13	6.5	541	RFT1_HUMAN
M	Q9NR30	DDX21	76|70	146	73.0	2	5|0|4|5|4|0|0|0|4|5|4|5	1.0	1.0	1.0	1.0	1.0	68.57	14.6	0.0	70.0	47.74	4.1	39|36	75	37.5	783	DDX21_HUMAN
M	O00400	SLC33A1	13|10	23	11.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.46	115.0	0.0	11.5	11.19	4.24	9|6	15	7.5	549	ACATN_HUMAN
M	Q9UBH6	XPR1	15|14	29	14.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	22.51	145.0	0.0	14.5	12.27	13.23	10|10	20	10.0	631	XPR1_HUMAN
M	Q86UE4	MTDH	55|59	114	57.0	2	20|15|20|21|21|0|0|0|17|12|8|11	0.95	1.0	0.95	1.0	0.95	2.17	2.76	0.01	44.92	41.22	2.15	23|24	47	23.5	582	LYRIC_HUMAN
M	O95292	VAPB	29|29	58	29.0	2	0|0|3|0|0|0|0|0|0|0|2|0	1.0	1.0	1.0	1.0	1.0	24.68	17.4	0.0	28.58	62.81	3.5	10|11	21	10.5	243	VAPB_HUMAN
M	Q9P0L0	VAPA	26|23	49	24.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	35.91	245.0	0.0	24.5	52.54	3.47	12|8	20	10.0	249	VAPA_HUMAN
M	Q15907	RAB11B	12|10	22	11.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.37	110.0	0.0	11.0	26.94	5.4	8|7	15	7.5	218	RB11B_HUMAN
M	O75911	DHRS3	30|25	55	27.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	38.64	275.0	0.0	27.5	48.63	4.33	15|13	28	14.0	302	DHRS3_HUMAN
M	P35606	COPB2	51|51	102	51.0	2	0|0|0|0|2|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	29.29	76.5	0.0	50.83	29.96	7.17	34|30	64	32.0	906	COPB2_HUMAN
M	Q8WVV9	HNRNPLL	6|9	15	7.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.02	75.0	0.0	7.5	7.46	9.75	5|7	12	6.0	537	HNRLL_HUMAN
M	O14544	SOCS6	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.11	20.0	0.0	2.0	2.0	6.5	2|2	4	2.0	535	SOCS6_HUMAN
M	Q15643	TRIP11	94|95	189	94.5	2	8|7|0|0|6|0|0|0|2|3|6|4	1.0	1.0	1.0	1.0	1.0	90.22	13.5	0.0	91.5	24.69	1.6	73|71	144	72.0	1979	TRIPB_HUMAN
M	Q15836	VAMP3	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.96	30.0	0.0	3.0	16.02	5.03	3|3	6	3.0	100	VAMP3_HUMAN
M	P62829	RPL23	14|13	27	13.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	21.6	135.0	0.0	13.5	51.49	5.09	6|6	12	6.0	140	RL23_HUMAN
M	O43396	TXNL1	15|14	29	14.5	2	2|0|4|0|0|0|0|0|0|0|0|0	0.99	1.0	1.0	1.0	1.0	5.11	7.25	0.0	14.0	25.87	2.45	10|9	19	9.5	289	TXNL1_HUMAN
M	Q99805	TM9SF2	23|27	50	25.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	35.76	250.0	0.0	25.0	20.14	12.26	12|13	25	12.5	663	TM9S2_HUMAN
M	Q9H9B4	SFXN1	11|13	24	12.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	17.9	120.0	0.0	12.0	19.9	11.77	9|10	19	9.5	322	SFXN1_HUMAN
M	O95864	FADS2	27|20	47	23.5	2	3|0|0|0|0|0|0|0|3|2|0|2	1.0	1.0	1.0	1.0	1.0	14.37	8.81	0.0	22.67	27.27	3.15	14|12	26	13.0	444	FADS2_HUMAN
M	Q9UNQ0	ABCG2	16|15	31	15.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	23.95	155.0	0.0	15.5	13.55	3.89	11|12	23	11.5	611	ABCG2_HUMAN
M	Q9NZJ5	EIF2AK3	8|4	12	6.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.74	60.0	0.0	6.0	2.87	1.74	7|4	11	5.5	1116	E2AK3_HUMAN
M	Q92530	PSMF1	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	5.0	30.0	0.0	3.0	5.91	19.5	2|2	4	2.0	271	PSMF1_HUMAN
M	Q9Y6M7	SLC4A7	64|58	122	61.0	2	14|3|3|6|3|0|0|0|8|4|8|8	1.0	1.0	1.0	1.0	1.0	37.21	6.1	0.0	56.25	26.56	4.11	33|32	65	32.5	1131	S4A7_HUMAN
M	Q8WTV0	SCARB1	3|4	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.99	35.0	0.0	3.5	3.69	0.62	2|3	5	2.5	506	SCRB1_HUMAN
M	O15126	SCAMP1	12|20	32	16.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	19.37	160.0	0.0	16.0	25.28	4.98	7|7	14	7.0	338	SCAM1_HUMAN
M	Q9NZ01	TECR	32|31	63	31.5	2	0|0|0|0|0|0|0|0|2|0|0|0	1.0	1.0	1.0	1.0	1.0	18.62	47.25	0.0	31.33	54.32	5.6	14|15	29	14.5	308	TECR_HUMAN
M	O75352	MPDU1	6|5	11	5.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.38	55.0	0.0	5.5	11.89	3.92	3|2	5	2.5	247	MPU1_HUMAN
M	O95249	GOSR1	14|10	24	12.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.4	120.0	0.0	12.0	25.84	2.18	8|8	16	8.0	248	GOSR1_HUMAN
M	O95816	BAG2	6|6	12	6.0	2	0|0|3|0|0|0|0|0|0|0|0|0	0.85	0.85	0.85	0.85	0.85	1.76	6.0	0.01	5.75	14.55	21.36	6|4	10	5.0	211	BAG2_HUMAN
M	O14684	PTGES	4|4	8	4.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.7	40.0	0.0	4.0	14.05	69.33	2|2	4	2.0	152	PTGES_HUMAN
M	O14683	TP53I11	9|10	19	9.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	14.76	95.0	0.0	9.5	26.84	6.86	5|5	10	5.0	189	P5I11_HUMAN
M	O14681	EI24	6|7	13	6.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.02	65.0	0.0	6.5	13.25	10.24	3|3	6	3.0	262	EI24_HUMAN
M	O95716	RAB3D	4|5	9	4.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.7	45.0	0.0	4.5	10.97	4.25	3|4	7	3.5	219	RAB3D_HUMAN
M	O75396	SEC22B	49|52	101	50.5	2	9|5|9|4|6|0|0|0|5|5|4|5	1.0	1.0	1.0	1.0	1.0	31.31	6.31	0.0	46.17	114.67	3.31	15|15	30	15.0	215	SC22B_HUMAN
M	O75436	VPS26A	7|8	15	7.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.7	75.0	0.0	7.5	12.25	6.84	5|6	11	5.5	327	VP26A_HUMAN
M	O00178	GTPBP1	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.11	20.0	0.0	2.0	1.6	inf	2|2	4	2.0	669	GTPB1_HUMAN
M	P13667	PDIA4	6|7	13	6.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.03	65.0	0.0	6.5	5.38	1.0	6|7	13	6.5	645	PDIA4_HUMAN
M	Q9UBS8	RNF14	8|5	13	6.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.38	65.0	0.0	6.5	7.32	16.9	5|4	9	4.5	474	RNF14_HUMAN
M	O75694	NUP155	31|33	64	32.0	2	0|0|2|3|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	26.04	19.2	0.0	31.58	12.12	3.74	23|25	48	24.0	1391	NU155_HUMAN
M	P53992	SEC24C	9|10	19	9.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	14.9	95.0	0.0	9.5	4.64	2.57	6|7	13	6.5	1094	SC24C_HUMAN
M	O94851	MICAL2	19|18	37	18.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	28.35	185.0	0.0	18.5	8.79	3.8	16|12	28	14.0	1124	MICA2_HUMAN
M	Q15012	LAPTM4A	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.96	30.0	0.0	3.0	6.88	78.0	2|2	4	2.0	233	LAP4A_HUMAN
M	Q9Y4C2	TCAF1	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.11	20.0	0.0	2.0	1.16	20.8	2|2	4	2.0	919	TCAF1_HUMAN
M	Q14165	MLEC	5|4	9	4.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.7	45.0	0.0	4.5	8.23	11.14	4|3	7	3.5	292	MLEC_HUMAN
M	P38919	EIF4A3	11|10	21	10.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.44	105.0	0.0	10.5	13.64	23.74	5|4	9	4.5	411	IF4A3_HUMAN
M	Q92544	TM9SF4	21|19	40	20.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	30.1	200.0	0.0	20.0	16.64	7.12	12|10	22	11.0	642	TM9S4_HUMAN
M	P48509	CD151	9|4	13	6.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.7	65.0	0.0	6.5	13.72	48.29	5|3	8	4.0	253	CD151_HUMAN
M	Q15036	SNX17	9|12	21	10.5	2	0|0|0|3|0|0|0|0|0|0|0|0	0.97	0.99	0.97	0.99	0.97	3.06	10.5	0.0	10.25	11.95	5.44	6|7	13	6.5	458	SNX17_HUMAN
M	Q15005	SPCS2	4|7	11	5.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.77	55.0	0.0	5.5	13.0	3.11	4|5	9	4.5	226	SPCS2_HUMAN
M	P48651	PTDSS1	7|10	17	8.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.64	85.0	0.0	8.5	9.6	15.24	5|7	12	6.0	473	PTSS1_HUMAN
M	Q15008	PSMD6	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	5.0	30.0	0.0	3.0	3.62	26.0	3|2	5	2.5	442	PSMD6_HUMAN
M	P50851	LRBA	57|55	112	56.0	2	10|3|0|0|0|0|0|0|2|0|3|5	1.0	1.0	1.0	1.0	1.0	18.67	9.33	0.0	54.08	10.13	3.28	43|43	86	43.0	2851	LRBA_HUMAN
M	Q96HA1	POM121	11|9	20	10.0	2	0|0|0|0|0|0|0|0|5|0|0|0	0.88	0.91	0.88	0.91	0.88	1.75	6.0	0.01	9.58	5.12	2.99	9|7	16	8.0	999	P121A_HUMAN
M	Q92604	LPGAT1	12|13	25	12.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	19.44	125.0	0.0	12.5	18.04	11.82	9|7	16	8.0	370	LGAT1_HUMAN
M	O75083	WDR1	41|42	83	41.5	2	2|0|2|0|0|0|0|0|0|2|3|0	1.0	1.0	1.0	1.0	1.0	43.29	17.79	0.0	40.75	35.91	5.72	21|19	40	20.0	606	WDR1_HUMAN
M	Q9Y256	RCE1	3|3	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.96	30.0	0.0	3.0	7.12	31.2	2|2	4	2.0	225	FACE2_HUMAN
M	P60953	CDC42	13|16	29	14.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	21.26	145.0	0.0	14.5	40.54	3.87	6|7	13	6.5	191	CDC42_HUMAN
M	Q9UHW9	SLC12A6	14|13	27	13.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	20.88	135.0	0.0	13.5	6.61	7.39	10|8	18	9.0	1091	S12A6_HUMAN
N	Q6P3W6	NBPF10	7|6	13	6.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.02	65.0	0.0	6.5	1.25	inf	5|6	11	5.5	3553	NBPFA_HUMAN
N	Q13283	G3BP1	107|88	195	97.5	2	13|9|8|6|11|0|0|0|15|15|0|8	1.0	1.0	1.0	1.0	1.0	56.43	6.8	0.0	90.42	132.72	57.54	23|22	45	22.5	466	G3BP1_HUMAN
N	Q9H074	PAIP1	6|2	8	4.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.17	40.0	0.0	4.0	5.71	12.24	6|2	8	4.0	479	PAIP1_HUMAN
N	Q9NZI8	IGF2BP1	26|26	52	26.0	2	0|0|0|0|3|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	9.35	26.0	0.0	25.75	30.53	inf	13|16	29	14.5	577	IF2B1_HUMAN
N	O00425	IGF2BP3	17|16	33	16.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	25.43	165.0	0.0	16.5	19.49	286.0	11|10	21	10.5	579	IF2B3_HUMAN
N	Q92879	CELF1	22|23	45	22.5	2	3|0|5|2|3|0|0|0|6|7|4|2	1.0	1.0	1.0	1.0	1.0	7.24	3.75	0.0	19.83	27.91	12.85	16|14	30	15.0	486	CELF1_HUMAN
N	Q9UNF0	PACSIN2	4|3	7	3.5	2	0|0|2|0|0|0|0|0|0|0|0|0	0.74	0.81	0.73	0.8	0.74	0.62	5.25	0.01	3.33	4.69	inf	3|2	5	2.5	486	PACN2_HUMAN
N	O95905	ECD	8|6	14	7.0	2	0|0|0|3|0|0|0|0|0|0|0|0	0.89	0.93	0.89	0.93	0.89	1.67	7.0	0.01	6.75	6.82	12.1	8|6	14	7.0	677	ECD_HUMAN
N	Q5F1R6	DNAJC21	8|6	14	7.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.02	70.0	0.0	7.0	9.02	182.0	7|4	11	5.5	531	DJC21_HUMAN
N	Q96C34	RUNDC1	8|7	15	7.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.62	75.0	0.0	7.5	8.37	3.75	7|7	14	7.0	613	RUND1_HUMAN
N	Q5TC82	RC3H1	19|15	34	17.0	2	0|0|0|0|0|0|0|0|6|0|0|0	0.96	0.97	0.96	0.97	0.96	2.74	8.5	0.0	16.5	9.96	22.0	14|13	27	13.5	1133	RC3H1_HUMAN
N	Q9BX40	LSM14B	5|4	9	4.5	2	0|0|2|0|0|0|0|0|0|0|0|0	0.86	0.9	0.85	0.9	0.86	1.41	6.75	0.01	4.33	7.69	4.53	5|3	8	4.0	385	LS14B_HUMAN
N	Q96M89	CCDC138	11|9	20	10.0	2	0|3|0|0|3|0|0|0|0|2|0|3	0.84	0.96	0.83	0.96	0.84	0.83	3.33	0.01	9.08	9.34	2.86	8|5	13	6.5	665	CC138_HUMAN
N	Q9Y2K5	R3HDM2	7|5	12	6.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.38	60.0	0.0	6.0	4.2	inf	5|4	9	4.5	976	R3HD2_HUMAN
N	Q9NYY8	FASTKD2	4|3	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.96	35.0	0.0	3.5	3.37	5.06	2|3	5	2.5	710	FAKD2_HUMAN
N	Q00688	FKBP3	5|3	8	4.0	2	0|0|2|0|0|0|0|0|0|0|0|0	0.78	0.9	0.78	0.9	0.78	0.67	6.0	0.01	3.83	11.7	33.3	5|3	8	4.0	224	FKBP3_HUMAN
N	Q7L2E3	DHX30	23|19	42	21.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	29.86	210.0	0.0	21.0	12.44	32.12	18|16	34	17.0	1155	DHX30_HUMAN
N	Q9Y4F4	TOGARAM1	4|6	10	5.0	2	0|0|0|0|0|0|0|0|0|0|0|3	0.76	0.85	0.76	0.84	0.76	0.7	5.0	0.01	4.75	1.89	29.06	4|4	8	4.0	1720	TGRM1_HUMAN
N	Q9NZB2	FAM120A	83|85	168	84.0	2	21|28|16|11|10|0|0|0|13|14|18|14	1.0	1.0	1.0	1.0	1.0	32.75	3.76	0.0	71.92	44.0	106.73	42|42	84	42.0	1118	F120A_HUMAN
N	Q6IPM2	IQCE	4|2	6	3.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.11	30.0	0.0	3.0	3.02	inf	4|2	6	3.0	679	IQCE_HUMAN
N	Q5TAX3	TUT4	5|5	10	5.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.38	50.0	0.0	5.0	2.08	32.5	5|5	10	5.0	1645	TUT4_HUMAN
N	O94885	SASH1	2|2	4	2.0	2	0|0|0|0|0|0|0|0|0|0|0|0	0.96	0.96	0.96	0.96	0.96	3.11	20.0	0.0	2.0	1.1	26.0	2|2	4	2.0	1247	SASH1_HUMAN
N	Q06787	FMR1	6|7	13	6.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.06	65.0	0.0	6.5	7.28	14.7	4|3	7	3.5	611	FMR1_HUMAN
N	Q9UPY3	DICER1	14|18	32	16.0	2	6|5|0|0|0|0|0|0|2|3|0|0	0.93	1.0	0.93	1.0	0.93	1.82	3.43	0.01	14.67	5.22	17.86	10|16	26	13.0	1922	DICER_HUMAN
N	Q15032	R3HDM1	7|7	14	7.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.62	70.0	0.0	7.0	4.36	121.33	7|7	14	7.0	1099	R3HD1_HUMAN
N	Q8NE71	ABCF1	20|18	38	19.0	2	7|4|4|4|3|0|0|0|4|4|6|6	0.9	0.98	0.9	0.98	0.9	1.57	3.0	0.01	15.5	12.55	29.85	15|13	28	14.0	845	ABCF1_HUMAN
N	Q7Z739	YTHDF3	32|33	65	32.5	2	7|13|10|9|9|0|0|0|5|5|10|4	0.99	1.0	0.99	1.0	0.99	4.09	2.95	0.0	26.5	30.98	15.14	14|15	29	14.5	585	YTHD3_HUMAN
N	Q9NUQ6	SPATS2L	27|25	52	26.0	2	0|4|2|0|0|0|0|0|2|0|0|0	1.0	1.0	1.0	1.0	1.0	20.51	9.75	0.0	25.33	31.05	53.46	17|16	33	16.5	558	SPS2L_HUMAN
N	Q8ND56	LSM14A	2|7	9	4.5	2	0|0|0|0|0|0|0|0|0|0|0|0	0.98	1.0	0.98	1.0	0.98	3.11	45.0	0.0	4.5	6.65	7.09	2|3	5	2.5	463	LS14A_HUMAN
N	Q9NUL3	STAU2	82|82	164	82.0	2	17|26|29|22|21|0|0|0|18|16|20|15	1.0	1.0	1.0	1.0	1.0	19.61	3.19	0.0	66.67	80.0	36.99	31|32	63	31.5	570	STAU2_HUMAN
N	A2RUB1	MEIOC	29|25	54	27.0	2	12|7|7|4|6|0|0|0|4|10|6|7	0.71	0.99	0.7	0.99	0.71	-0.35	2.79	0.01	21.75	15.63	5.35	18|17	35	17.5	952	MEIOC_HUMAN
N	Q6NZI2	CAVIN1	27|24	51	25.5	2	3|0|9|8|3|0|0|0|0|0|0|2	1.0	1.0	1.0	1.0	1.0	5.22	3.82	0.0	23.42	41.08	30.66	11|12	23	11.5	390	CAVN1_HUMAN
N	Q12849	GRSF1	38|34	72	36.0	2	4|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.94	27.0	0.0	35.67	76.72	11.66	19|19	38	19.0	318	GRSF1_HUMAN
N	P49840	GSK3A	16|20	36	18.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	25.4	180.0	0.0	18.0	25.49	inf	11|12	23	11.5	483	GSK3A_HUMAN
N	P49841	GSK3B	19|21	40	20.0	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	29.85	200.0	0.0	20.0	32.57	inf	13|10	23	11.5	420	GSK3B_HUMAN
N	Q6ZQX7	C17orf97	6|5	11	5.5	2	0|0|3|0|0|0|0|0|0|0|0|0	0.81	0.85	0.8	0.84	0.81	1.16	5.5	0.01	5.25	8.49	28.74	4|5	9	4.5	423	LIAT1_HUMAN
N	O94972	TRIM37	14|10	24	12.0	2	2|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	5.61	18.0	0.0	11.83	8.39	19.67	12|9	21	10.5	964	TRI37_HUMAN
N	Q9Y295	DRG1	4|4	8	4.0	2	0|0|2|0|0|0|0|0|0|0|0|0	0.81	0.81	0.81	0.81	0.81	1.44	6.0	0.01	3.83	7.14	11.08	4|2	6	3.0	367	DRG1_HUMAN
N	P21359	NF1	4|5	9	4.5	2	2|0|0|0|0|0|0|0|0|0|0|2	0.69	0.84	0.68	0.83	0.69	0.08	3.38	0.01	4.17	1.01	11.6	2|2	4	2.0	2818	NF1_HUMAN
N	Q12986	NFX1	10|11	21	10.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.35	105.0	0.0	10.5	6.41	inf	10|10	20	10.0	1120	NFX1_HUMAN
N	Q07864	POLE	4|3	7	3.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.96	35.0	0.0	3.5	1.05	16.55	4|3	7	3.5	2286	DPOE1_HUMAN
N	A0AV96	RBM47	9|12	21	10.5	2	0|0|2|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	4.92	15.75	0.0	10.33	11.92	25.6	7|8	15	7.5	593	RBM47_HUMAN
N	Q9HBD1	RC3H2	14|12	26	13.0	2	6|3|0|0|0|0|0|0|0|0|0|0	0.88	0.92	0.87	0.92	0.88	1.56	4.33	0.01	12.25	7.04	32.67	9|11	20	10.0	1191	RC3H2_HUMAN
N	Q01804	OTUD4	11|12	23	11.5	2	0|0|0|2|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.24	17.25	0.0	11.33	7.39	24.57	10|10	20	10.0	1049	OTUD4_HUMAN
N	Q9BYJ9	YTHDF1	21|18	39	19.5	2	0|0|6|0|0|0|0|0|0|0|0|0	0.97	0.98	0.97	0.98	0.97	3.37	9.75	0.0	19.0	23.25	13.72	6|5	11	5.5	559	YTHD1_HUMAN
N	Q9NX05	FAM120C	10|11	21	10.5	2	0|0|0|0|0|0|0|0|0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.31	105.0	0.0	10.5	6.55	inf	7|7	14	7.0	1096	F120C_HUMAN
N	Q9H089	LSG1	26|25	51	25.5	2	6|3|10|10|8|0|0|0|6|8|3|5	0.78	0.88	0.77	0.87	0.78	0.7	2.73	0.01	20.58	21.39	1.32	15|18	33	16.5	658	LSG1_HUMAN
